id,smi,label
pos_3699,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)O,0
pos_3700,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CCCc3ccccc3)CC2)cc1,0
pos_3701,CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,0
pos_3702,N=C(N)NC[C@@H]1COC2(CCCCC2)O1,0
pos_3704,CC[C@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,0
pos_3705,Nc1ccc(O)c(C(=O)O)c1,0
pos_3706,CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,0
pos_3707,COc1cccc(C[C@H](C)N)c1,0
pos_3708,COC(=O)[C@H](c1ccccc1)[C@@H]1CCCCN1,0
pos_3710,COc1ccc2cc(CCC(C)=O)ccc2c1,0
pos_3712,CC(C)NC[C@@H]1CCc2cc(CO)c([N+](=O)[O-])cc2N1,0
pos_3713,CCCN[C@@H]1CCc2nc(N)sc2C1,0
pos_3714,C=C[C@@H]1CN2CC[C@@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,0
pos_3715,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@@H](O)[C@H](O)[C@H](O)CO)c2cc1C,0
pos_3717,Clc1ccccc1CN1CCc2sccc2C1,0
pos_3718,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21,0
pos_3719,C[C@@H](CN(C)C)CN1c2ccccc2CCc2ccccc21,0
pos_3720,CC(=CCO)/C=C/C=C(C)\C=C\C1=C(C)CCCC1(C)C,0
pos_3721,COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC,0
pos_3722,N=C(N)N/N=C/c1c(Cl)cccc1Cl,0
pos_3723,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,0
pos_3724,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,0
pos_3725,CCN1CC[C@]23[C@@H]4C=C[C@H](O)[C@@H]2OC2=C(O)C=C[C@H](C[C@@H]41)[C@@H]23,0
pos_3726,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,0
pos_3727,CC(C)C[C@@H](N(C)C)C1(c2ccc(Cl)cc2)CCC1,0
pos_3728,Cc1ccc(O)c([C@@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,0
pos_3730,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,0
pos_3731,O=C(O)[C@@H]1C(=CCO)O[C@H]2CC(=O)N21,0
pos_3732,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0
pos_3733,O=S(=O)(O)CC[S],0
pos_3734,CCOC(=O)C1=C[C@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,0
pos_3735,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,0
pos_3737,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@@H]12)c1csc(N)n1,0
pos_3738,N[C@H]1CONC1=O,0
pos_3739,Cc1cccc(C)c1NC(=O)NCCCNC(C)C,0
pos_3740,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,0
pos_3741,N[C@H](CO)C(=O)NNCc1ccc(O)c(O)c1O,0
pos_3742,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,0
pos_3743,CCc1cccc2c1N[C@@H]1[C@H]2CCOC1(CC(=O)O)CC(=O)O,0
pos_3746,CN1CCN2c3ccccc3Cc3ccccc3[C@H]2C1,0
pos_3747,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,0
pos_3748,O=c1[nH]c2ccccc2n1C1CCN(CCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0
pos_3749,CCC(=O)O[C@@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,0
pos_3752,COc1ccc2c(C(=S)N(C)CC(=O)O)ccc(C(F)(F)F)c2c1,0
pos_3753,NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl,0
pos_3754,CC(C)(C)NC[C@@H](O)c1cc(O)cc(O)c1,0
pos_3755,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,0
pos_3756,NS(=O)(=O)c1cc(Cl)cc(NCc2ccco2)c1C(=O)O,0
pos_3757,C[C@@H](Cc1ccc(O)cc1)N[C@@H](O)Cc1cc(O)cc(O)c1,0
pos_3758,CC[C@@H](C)[C@H]1[C@H](C)[C@H]2C[C@]3(C[C@@H]4C[C@H](C/C=C(/C)[C@@H](O[C@@H]5C[C@@H](OC)[C@@H](O[C@H]6C[C@@H](OC)[C@@H](O)[C@H](C)O6)[C@H](C)O5)[C@@H](C)C=CC=C5CO[C@@H]6[C@@H](O)C(C)=C[C@H](C(=O)O4)[C@]56O)O3)O[C@@H]12,0
pos_3759,COc1ccc2c3c1O[C@@H]1C(=O)CC[C@]4(O)[C@H](C2)N(C)CC[C@@]314,0
pos_3760,CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)n1,0
pos_3761,CCOC(=O)[C@@H](CCc1ccccc1)N[C@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,0
pos_3763,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,0
pos_3765,CN(C)[C@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@@H]3[C@H](O)[C@@H]12,0
pos_3766,NCCC[C@](N)(C(=O)O)C(F)F,0
pos_3767,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,0
pos_3768,CN(C)C(=N)NC(=N)N,0
pos_3769,CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1,0
pos_3770,COCC1=C(C(=O)O[C@H](C)OC(=O)OC(C)C)N2C(=O)[C@H](NC(=O)C(=NOC)c3csc(N)n3)[C@@H]2SC1,0
pos_3771,N=C(N)NC[C@@H]1COc2ccccc2O1,0
pos_3772,CCOC(=O)[C@@H](CCc1ccccc1)N[C@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21,0
pos_3773,Oc1ccc([C@H](O)[C@@H]2CCCCN2)cc1O,0
pos_3774,C=C[C@@]12CC[C@@H](O[C@H]3C[C@@H](OC)[C@@H](O)[C@H](C)O3)C[C@]1(O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H](C3=CC(=O)OC3)CC[C@@]12O,0
pos_3775,CC(C)NC[C@@H](O)c1cc(O)cc(O)c1,0
pos_3777,CCN1CC[C@H](CNC(=O)c2cc(S(N)(=O)=O)ccc2OC)C1,0
pos_3778,CN1C[C@@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@@H]21,0
pos_3779,N=c1nc2n(cc1F)[C@H]1O[C@@H](CO)[C@H](O)[C@H]1O2,0
pos_3780,CC(C)(C)NC[C@H](O)COc1cccc2c1C[C@H](O)[C@@H](O)C2,0
pos_3782,C=C[C@@H]1CN2CC[C@@H]1C[C@H]2[C@@H](O)c1ccnc2ccccc12,0
pos_3783,C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,0
pos_3784,CN(C)CCC[C@@H]1c2ccccc2COc2ccccc21,0
pos_3785,Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)cc(Cl)c[n+]2[O-])cn1,0
pos_3787,C#C[C@@]1(O)C=C[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3CC[C@@]21CC,0
pos_3788,NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,0
pos_3789,CC[C@@]1(c2ccc(N)cc2)CCC(=O)NC1=O,0
pos_3790,C[C@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,0
pos_3791,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3[C@]2(c2ccccc2)O1,0
pos_3792,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,0
pos_3793,CN1CCC[C@@H](N2N[C@@H](Cc3ccc(Cl)cc3)c3ccccc3C2=O)CC1,0
pos_3794,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,0
pos_3795,COc1ccccc1OC[C@H](O)COC(N)=O,0
pos_3796,CCN(CC)CCOC(=O)[C@H](Cc1ccc2ccccc2c1)C[C@H]1CCCO1,0
pos_3798,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,0
pos_3799,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3C=C[C@@]21CC,0
pos_3800,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,0
pos_3801,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,0
pos_3803,O[C@@](CCN1CCCC1)(c1ccccc1)C1CCCCC1,0
pos_3804,CCCN1C[C@@H](NS(=O)(=O)N(CC)CC)C[C@@H]2Cc3c(O)cccc3C[C@@H]21,0
pos_3805,Cc1cn([C@H]2C=C[C@H](CO)O2)c(=O)nc1N,0
pos_3806,CCOc1ccccc1OCCN[C@@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,0
pos_3807,COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@H](CC(C)C)CN1CC2,0
pos_3813,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,0
pos_3816,CNCCC[C@]12CC[C@H](c3ccccc31)c1ccccc12,0
pos_3817,CCCC[C@@H]1C(=O)C(=O)N(c2ccccc2)N1c1ccccc1,0
pos_3818,C[C@H](C(=O)O)c1ccc([C@@H]2CCCC(=NO)C2)cc1,0
pos_3819,O=C(O)Cc1ccccc1Nc1ccc(Cl)cc1Cl,0
pos_3821,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@@H](C)[C@@H](O)[C@H]2O)cc1F,0
pos_3822,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1,0
pos_3823,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=CC(=O)O)c(C)c1C,0
pos_3824,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,0
pos_3825,CCCC(CCC)CCC[C@@H]1COCCN1CCO,0
pos_3826,CCNC[C@H](C)c1cccc(C(F)(F)F)c1,0
pos_3827,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,0
pos_3828,C[C@@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1,0
pos_3829,O=C1CC[C@]2(O)[C@H]3Cc4ccc(O)c5c4[C@]2(CCN3CC2CC2)[C@@H]1O5,0
pos_3830,C=CCOc1ccccc1OC[C@@H](O)CNC(C)C,0
pos_3831,CC[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,0
pos_3832,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,0
pos_3834,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,0
pos_3835,COc1cccc([C@@]2(O)CCCC[C@H]2CN(C)C)c1,0
pos_3836,C[C@@]12CCC3=C4CCC(=O)C=C4CC[C@@H]3[C@H]1CC[C@]2(O)CC#N,0
pos_3837,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@@H]4[C@H](C2)N(C)CC[C@]341,0
pos_3838,O=C1NS(=O)(=O)c2ccccc21,0
pos_3840,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,0
pos_3842,CCN(CCO)CC[C@H](C)Nc1ccnc2cc(Cl)ccc12,0
pos_3843,C[C@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,0
pos_3844,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCc4cc(OC)ccc4[C@@H]3CC[C@@]21C,0
pos_3845,COC(=O)C1=C(C)NC(C)=C(OC(C)=O)[C@H]1c1ccccc1[N+](=O)[O-],0
pos_3846,C[C@@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,0
pos_3847,CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,0
pos_3849,CCCc1nc2c(n1Cc1ccc(-c3ccccc3C(=O)O)cc1)=C[C@H](c1nc3ccccc3n1C)CC=2C,0
pos_3851,O=C(N[C@H](CO)[C@@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0
pos_3854,CC1(C)O[C@H]2CO[C@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,0
pos_3855,C[C@H](C(=O)O)c1cccc(Oc2ccccc2)c1,0
pos_3856,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,0
pos_3857,O=C1NC(=O)N([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)C[C@H]1C=CBr,0
pos_3858,CCc1[nH]c(=O)[nH]c1C(=O)c1ccncc1,0
pos_3859,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,0
pos_3860,CC1(C)O[C@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@H](O)C[C@@]3(C)[C@@]2(C(=O)CO)O1,0
pos_3862,CC(C)(C(=O)c1cccnc1)c1cccnc1,0
pos_3864,CC[C@@H](CO)NCCN[C@H](CC)CO,0
pos_3865,CCCc1cc(=O)[nH]c(=S)[nH]1,0
pos_3866,C[C@@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@@H]3[C@H]1CC[C@@H]2O,0
pos_3867,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@@H]3C(=C)C[C@]21CC,0
pos_3868,CNS(=O)(=O)CCc1ccc2[nH]c(C3CCN(C)CC3)cc2c1,0
pos_3870,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@@H]1C,0
pos_3871,Cn1c(=O)c2c(ncn2CCCNC[C@@H](O)c2cc(O)cc(O)c2)n(C)c1=O,0
pos_3872,NC[C@H]1CC[C@@H](C(=O)O)CC1,0
pos_3873,CC[C@@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@]1(C)O,0
pos_3875,C[C@H]1CCCC[C@]1(c1cccs1)N1CCCCC1,0
pos_3876,C[C@@H](Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,0
pos_3878,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H]3CC[C@]4(C)[C@@H](CC[C@@H]4[C@@H](C)CCCC(C)C)[C@H]3C[C@H](Br)[C@@]2(Br)C1,0
pos_3881,CC(=O)N[C@@H](CCC(N)=O)C(=O)O,0
pos_3885,CC(=O)SC[C@@H](Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,0
pos_3886,CCC[C@@](C)(O)[C@H]1C[C@]23C=C[C@@]1(OC)[C@H]1Oc4c(OC(C)=O)ccc5c4[C@@]12CCN(C)[C@@H]3C5,0
pos_3887,CC[C@@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,0
pos_3888,CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)(C)OC(C)=O)[C@@H]2C1=C[C@H](OC(=O)CC(C)C)[C@]21CO1,0
pos_3889,C=C[C@H]1O[C@@H]2C[C@@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5(C)[C@@]4(F)[C@@H](O)C[C@@]3(C)[C@]2(C(=O)CO)O1,0
pos_3891,O=C(COc1ccc(Cl)cc1)OCCN[C@]12CC3C[C@H](C[C@H](C3)C1)C2,0
pos_3892,O=C(NCCN1CCN(c2ncccn2)CC1)[C@]12C[C@H]3C[C@@H](C[C@H](C3)C1)C2,0
pos_3893,C[C@H](N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,0
pos_3894,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3[C@H]([C@H](O)C[C@]21C)[C@]1(C)C=CC(=O)C=C1C[C@H]3Cl,0
pos_3895,CCCN(CCC)[C@H]1Cc2cccc3cc(O)cc(c23)C1,0
pos_3896,C[C@]12CC(=O)[C@@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]43C)[C@H]1CC[C@H]2C(=O)CO,0
pos_3897,CC(=O)[C@H]1CC[C@H]2[C@H]3CC[C@H]4C[C@H](O)CC[C@@]4(C)[C@H]3C(=O)C[C@@]12C,0
pos_3899,CC(=O)[C@@]12OC(C)(C)O[C@H]1C[C@H]1[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@]12C,0
pos_3900,CO[C@@]1(F)C(F)(F)[C@@]1(F)Cl,0
pos_3901,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@@H]2[C@]2(OC)C=C[C@]3(C[C@@H]2[C@](C)(O)CCC)[C@H]1C5,0
pos_3902,C=CCN1C(=O)O[C@H](C)C1=O,0
pos_3903,CNC[C@H]1CN(c2ccc(OCc3cccc(Cl)c3)cc2)C(=O)O1,0
pos_3904,COc1cccc2c1C[C@H](CCCNCCCCN1C(=O)CC3(CCCC3)CC1=O)CO2,0
pos_3905,O=C1CC[C@@]2(CCC(=O)c3ccccc32)C(=O)N1,0
pos_3907,C[C@@H](CC#N)N(C)CC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1F,0
pos_3908,CCC(=O)O[C@@]1(c2ccccc2)CCN(C)C[C@@H]1CC,0
pos_3909,CC[C@H](O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,0
pos_3910,C=CCN1CCC[C@@H]1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,0
pos_3912,CCC1(CC)O[C@H]2C[C@H]3[C@H]4CCC5=CC(=O)C=C[C@@]5(C)[C@@]4(F)[C@H](O)C[C@@]3(C)[C@]2(C(=O)CO)O1,0
pos_3913,C[C@]1(c2ccccc2)O[C@H]2C[C@H]3[C@H]4CCC5=CC(=O)C=C[C@@]5(C)[C@@]4(F)[C@H](O)C[C@@]3(C)[C@]2(C(=O)CO)O1,0
pos_3914,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]12C,0
pos_3915,CCC(=O)O[C@@]1(C(=O)COC)[C@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,0
pos_3917,CC(C)n1cc2c3c(cccc31)[C@@H]1C[C@@H](C(=O)NC3CCCCC3)CN(C)[C@@H]1C2,0
pos_3918,C[C@@H](Cc1ccccc1)N[C@@H](C#N)c1ccccc1,0
pos_3920,CCN1CCC[C@H]1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,0
pos_3922,CC(C)CCO[C@@H](CN1CCCC1)c1ccccc1,0
pos_3935,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,0
pos_3938,CN1[C@H]2CC[C@H]1CC(OC(=O)[C@@](C)(CO)c1ccccc1)C2,0
pos_3939,C[N+]1([O-])[C@H]2CC[C@H]1CC(OC(=O)[C@@H](CO)c1ccccc1)C2,0
pos_3940,CN(C(=O)CNC(=O)[C@H](N)CCCCN)c1ccc(Cl)cc1C(=O)c1ccccc1,0
pos_3941,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(C[C@H]2COc3ccccc3O2)CC1,0
pos_3943,O=C(CCCN1CCN2CCC[C@H]2C1)c1ccc(F)cc1,0
pos_3945,O=C1NCCN1C1CCN(CC[C@H]2COc3ccccc3O2)CC1,0
pos_3947,c1ccc2c(c1)CCN1CCNC[C@@H]21,0
pos_3950,O=c1[nH]c2ccccc2c(=O)n1CCN1C[C@H]2[C@@H](c3ccc(F)cc3)C[C@H]2C1,0
pos_3955,C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(Cl)[C@H](O)C[C@@]2(C)[C@@]1(O)C(=O)CO,0
pos_3956,COC[C@H]1CN(c2ccc(OCC[C@H](O)C(F)(F)F)cc2)C(=O)O1,0
pos_3966,CCN(CC)C(=O)[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@H]2C[C@H]1OC(C)=O,0
pos_3967,CN1[C@H]2CC[C@H]1CC(OC(c1ccccc1)c1ccccc1)C2,0
pos_3969,CN1CCc2cc(Cl)c(O)cc2[C@H](c2cc(Br)cc3c2OCC3)C1,0
pos_3970,CCOC(=O)C[C@H](O)C[C@H](O)C=CC1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2,0
pos_3971,CC(=O)OCC(=O)[C@]1(OC(=O)C(C)C)[C@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C,0
pos_3972,C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,0
pos_3973,O=C1CC2(CCCC2)CC(=O)N1CCNC[C@H]1COc2ccccc2O1,0
pos_3974,O=C(O)CCCC[C@H]1SC[C@H]2NC(=O)N[C@H]21,0
pos_3976,O=C(CCCN1CCN2Cc3[nH]c4ccccc4c3C[C@H]2C1)c1ccc(F)cc1,0
pos_3978,CC(=O)NCCC[C@@H](NC(C)=O)C(=O)O,0
pos_3980,CC[C@@]12CCN(CC3(O)CC3)[C@@H](Cc3ccc(O)cc31)C2(C)C,0
pos_3983,CC(C)[C@H](Br)C(=O)NC(N)=O,0
pos_3987,O=C1C[C@H](c2cccc(Br)c2)C(=O)N1,0
pos_3989,Nc1nc2c(ncn2CC[C@H](O)CO)c(=O)[nH]1,0
pos_3990,CC(C)(C)c1ccc(CN2CCN([C@@H](c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,0
pos_3991,CO[C@@]12CC[C@@]3(C[C@H]1[C@@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@]3(CCN1CC1CC1)[C@@H]2O5,0
pos_3992,C[C@@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,0
pos_3995,CC(C)(C)[C@@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,0
pos_3997,CCCC[C@@H](CC)CNC(=O)C[C@@H](C)O,0
pos_3999,C=CCN1C[C@@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@H]2c3cccc4[nH]cc(c34)C[C@H]21,0
pos_4000,C[C@@H](NCCn1cnc2c1c(=O)n(C)c(=O)n2C)[C@H](O)c1ccccc1,0
pos_4001,CN(C)C(=O)O[C@H]1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,0
pos_4002,CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,0
pos_4004,CCCCSc1ccc([C@@H](SCCN(C)C)c2ccccc2)cc1,0
pos_4005,CC[C@H](C)[C@@H](CC)C(=O)NC(N)=O,0
pos_4008,CN1C(=O)CN(C(N)=O)[C@@H](c2ccccc2)c2cc(Cl)ccc21,0
pos_4009,C#C[C@H](OC(N)=O)c1ccccc1,0
pos_4010,O=C(O)[C@H]1CCN1[C@]12CC3C[C@H](C[C@H](C3)C1)C2,0
pos_4016,O=C1CN(C(=O)CN2C[C@H](c3ccc(Cl)cc3)CC2=O)CCN1,0
pos_4017,O[C@H]1O[C@@H](COCCO[C@H](O)C(Cl)(Cl)Cl)[C@@H](O[C@H]2O[C@@H](COCCOCCO[C@H](O)C(Cl)(Cl)Cl)C[C@@H](O[C@H](O)C(Cl)(Cl)Cl)[C@@H]2O)[C@@H](OCCOCCO[C@H](O)C(Cl)(Cl)Cl)[C@@H]1O,0
pos_4018,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c1-c1ccc(F)cc1,0
pos_4020,CC(=O)c1ccc([C@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,0
pos_4022,OC[C@H](O)[C@H]1O[C@H]2O[C@H](C(Cl)(Cl)Cl)O[C@H]2[C@@H]1O,0
pos_4023,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0
pos_4025,C[C@@H](CC(C)(C)O)O[C@H](O)C(Cl)(Cl)Cl,0
pos_4026,CN1C(=O)CCS(=O)(=O)[C@H]1c1ccc(Cl)cc1,0
pos_4028,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@H]3C[C@H](Cl)C4=CC(=O)C=C[C@@]4(C)[C@H]3C(=O)C[C@]21C,0
pos_4030,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@H]3[C@H](O)C[C@]12C,0
pos_4032,CC(=O)CC(=O)[C@@]12OC(C)(C)O[C@H]1C[C@H]1[C@H]3CC(C#N)=C4C=C(OCCCl)CC[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]12C,0
pos_4033,CC(C)N[C@H]1C2CCC(CC2)[C@@]1(O)c1ccc(Cl)c(Cl)c1,0
pos_4035,CC(C)[C@H](O)C1CCCCC1,0
pos_4036,COC[C@H]1CN(c2ccc(OCc3cccc(C#N)c3)cc2)C(=O)O1,0
pos_4038,N#CCCN1C(=O)[C@@H](O)N=C(c2ccccc2F)c2cc(Cl)ccc21,0
pos_4040,CC1(C)O[C@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@@]4(F)[C@H](O)C[C@@]3(C)[C@]2(C(=O)COC(=O)C2CC2)O1,0
pos_4043,Clc1cccc(Cl)c1/N=C1/NCCO1,0
pos_4045,C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)C(=O)C[C@@]2(C)[C@@]1(O)C(=O)CCl,0
pos_4046,CCCC(=O)O[C@@]1(C(=O)CCl)[C@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)C(=O)C[C@]21C,0
pos_4048,C[C@H]1C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(Cl)[C@H](O)C[C@@]2(C)[C@H]1C(=O)CO,0
pos_4049,CC(=O)OCC(=O)[C@H]1[C@@H](C)C[C@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@@]3(Cl)[C@H](O)C[C@@]12C,0
